,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Year,Team,W,L,W/L%,GB,PS/G,PA/G,SRS,season,Team Code,Player Code,Next Pts,player_year,Pts corr,Adj Pts corr,Pts diff,pts_year,Missing_Prev_Year,Total_Games_Played,Avg_Games_Per_Year,Change_Games_Played,Significant_Drop_Games_Played,Overall_Injury_Metric,Normalized_Injury_Metric
3441,De'Anthony Melton,SG,0.23076923076923084,PHI,0.9047619047619048,0.6987951807228916,0.6384439359267734,0.28346456692913385,0.3057553956834532,0.425,0.37735849056603776,0.393939393939394,0.39,0.1322314049586777,0.13675213675213677,0.484,0.364,0.08823529411764708,0.08396946564885498,0.793,0.1323529411764706,0.2601626016260163,0.2192513368983957,0.18309859154929578,0.5333333333333333,0.1111111111111111,0.22807017543859648,0.41666666666666663,0.27977839335180055,2023,Philadelphia 76ers,0.7121212121212122,0.30158730158730157,0.7053571428571429,0.05357142857142857,0.858247422680412,0.5801687763713081,0.7194108761329305,2022-2023,26,657,,4,0.9188433415587641,-2595.9162085718203,0.9351851851851851,1.025105631441282,0,3.6547619047619047,0.7309523809523809,0.04761904761904767,0,0.4528571428571429,0.25065449699967773
3456,DeAndre Jordan,C,0.6153846153846154,DEN,0.45238095238095233,0.0963855421686747,0.34324942791762014,0.1811023622047244,0.10431654676258992,0.765,0.0,0.0,1.0,0.18181818181818185,0.12393162393162394,0.763,0.5133333333333333,0.05882352941176471,0.0916030534351145,0.458,0.1911764705882353,0.30894308943089427,0.27807486631016043,0.06338028169014084,0.09999999999999999,0.13333333333333333,0.21052631578947367,0.3,0.1412742382271468,2023,Denver Nuggets,0.696969696969697,0.31746031746031744,0.6887755102040817,0.0,0.8737113402061851,0.6139240506329111,0.6691842900302114,2022-2023,8,658,,14,0.10017050162376555,-73.89911806457263,1.1860465116279069,0.5176275960743107,0,11.952380952380953,0.7968253968253969,-0.1071428571428572,0,1.2427777777777778,0.6320585955530783
3490,DeMar DeRozan,SF,0.5769230769230771,CHI,0.8690476190476191,0.8915662650602411,0.8283752860411899,0.7007874015748031,0.6330935251798562,0.504,0.11320754716981132,0.14393939393939395,0.324,0.6859504132231405,0.6709401709401709,0.526,0.348,0.607843137254902,0.5419847328244275,0.872,0.07352941176470588,0.34146341463414637,0.2459893048128342,0.35915492957746475,0.3666666666666667,0.1111111111111111,0.3684210526315789,0.41666666666666663,0.6786703601108033,2023,Chicago Bulls,0.5,0.5238095238095237,0.4872448979591837,0.3214285714285714,0.804123711340206,0.5991561181434597,0.6061178247734139,2022-2023,5,664,,13,0.7557000604683453,-777.9392336764137,0.8781362007168458,2.4866423732981597,0,12.107142857142858,0.8647959183673469,-0.023809523809523725,0,1.2900510204081634,0.6548839373583977
3549,Dean Wade,PF,0.3076923076923077,CLE,0.5119047619047619,0.1566265060240964,0.4645308924485126,0.13385826771653542,0.14388489208633093,0.412,0.18867924528301888,0.2196969696969697,0.354,0.049586776859504134,0.047008547008547015,0.56,0.36,0.029411764705882356,0.03816793893129771,0.652,0.07352941176470588,0.24390243902439024,0.1818181818181818,0.05633802816901409,0.19999999999999998,0.1111111111111111,0.07017543859649122,0.3333333333333333,0.13019390581717452,2023,Cleveland Cavaliers,0.6666666666666666,0.3492063492063492,0.6581632653061225,0.125,0.7835051546391751,0.4957805907172994,0.7518882175226587,2022-2023,6,675,,3,0.5661211336269435,-1936.558867854367,0.8867924528301888,0.4770293532449531,0,1.9761904761904763,0.49404761904761907,-0.08333333333333337,0,0.2220238095238095,0.13919927539387394
3554,Deandre Ayton,C,0.23076923076923084,PHO,0.7857142857142857,0.8072289156626506,0.6956521739130435,0.6141732283464567,0.474820143884892,0.589,0.01886792452830189,0.030303030303030304,0.292,0.6363636363636364,0.5512820512820513,0.597,0.3946666666666666,0.22549019607843138,0.22900763358778625,0.76,0.3823529411764706,0.6016260162601627,0.5347593582887701,0.11971830985915494,0.19999999999999998,0.17777777777777778,0.3157894736842105,0.4666666666666666,0.4986149584487535,2023,Phoenix Suns,0.5757575757575758,0.44444444444444436,0.5650510204081632,0.05357142857142857,0.8170103092783503,0.5949367088607591,0.6329305135951662,2022-2023,27,676,,4,0.24535824603285947,-651.524286515655,1.0465116279069768,1.8269209273210971,0,3.5476190476190474,0.7095238095238094,0.1071428571428571,0,0.45785714285714285,0.25306868952543526
3576,Dejounte Murray,SG,0.3076923076923077,ATL,0.8690476190476191,0.8915662650602411,0.8329519450800915,0.6535433070866142,0.6402877697841727,0.464,0.339622641509434,0.393939393939394,0.344,0.5371900826446281,0.5384615384615384,0.514,0.3426666666666667,0.20588235294117652,0.19847328244274812,0.832,0.10294117647058823,0.36585365853658536,0.2834224598930481,0.4295774647887324,0.5,0.06666666666666667,0.3859649122807018,0.2333333333333333,0.5678670360110804,2023,Atlanta Hawks,0.5151515151515151,0.5079365079365079,0.5025510204081632,0.05357142857142857,0.9407216494845358,0.7320675105485228,0.5664652567975831,2022-2023,0,680,,5,0.9788888312273346,-2371.3581936482183,0.9715639810426541,2.080659945004583,0,4.619047619047619,0.7698412698412698,0.0714285714285714,0,0.5603174603174603,0.30254047604532275
3602,Delon Wright,PG,0.4615384615384617,WAS,0.5833333333333334,0.16867469879518074,0.5583524027459954,0.22047244094488186,0.20863309352517984,0.474,0.15094339622641512,0.18181818181818182,0.345,0.15702479338842976,0.1452991452991453,0.564,0.36333333333333334,0.09803921568627452,0.0916030534351145,0.867,0.17647058823529413,0.19512195121951217,0.1925133689839572,0.2746478873239437,0.6,0.06666666666666667,0.15789473684210525,0.19999999999999998,0.20498614958448755,2023,Washington Wizards,0.4242424242424242,0.6031746031746033,0.409438775510204,0.1607142857142857,0.8067010309278349,0.6540084388185652,0.5143504531722054,2022-2023,36,684,,7,0.32167189192274703,-556.5325820128427,1.6818181818181819,0.7510674923431178,0,5.392857142857142,0.6741071428571428,-0.3214285714285714,0,0.5102678571428572,0.27837460046507173
3618,Deni Avdija,SF,0.15384615384615397,WAS,0.8928571428571428,0.4819277108433735,0.6086956521739131,0.25984251968503935,0.27338129496402874,0.437,0.169811320754717,0.23484848484848486,0.297,0.19834710743801653,0.19658119658119658,0.53,0.3313333333333333,0.15686274509803924,0.16793893129770995,0.739,0.14705882352941177,0.43902439024390244,0.34224598930481287,0.19718309859154928,0.3,0.08888888888888889,0.2807017543859649,0.4666666666666666,0.25484764542936283,2023,Washington Wizards,0.4242424242424242,0.6031746031746033,0.409438775510204,0.1607142857142857,0.8067010309278349,0.6540084388185652,0.5143504531722054,2022-2023,36,691,,2,0.9681019557521074,-0.0,1.0952380952380951,0.9337595850752272,0,2.488095238095238,0.8293650793650794,-0.07142857142857151,0,0.3103174603174603,0.18183084975744856
3640,Dennis Schröder,PG,0.42307692307692313,LAL,0.7738095238095238,0.6024096385542169,0.6887871853546911,0.3228346456692913,0.3525179856115108,0.415,0.2075471698113208,0.25757575757575757,0.329,0.24793388429752067,0.27350427350427353,0.461,0.31466666666666665,0.3235294117647059,0.2900763358778626,0.857,0.04411764705882353,0.17886178861788618,0.13368983957219252,0.31690140845070425,0.26666666666666666,0.044444444444444446,0.2982456140350877,0.3666666666666667,0.3490304709141274,2023,Los Angeles Lakers,0.5454545454545454,0.4761904761904762,0.5331632653061225,0.08928571428571427,0.9097938144329896,0.7004219409282699,0.570619335347432,2022-2023,14,695,,9,0.48275445679890255,-594.8500416676078,0.9333333333333333,1.2788446491247678,0,8.05952380952381,0.805952380952381,0.023809523809523836,0,0.8936904761904763,0.4635058046872959
3656,Dennis Smith Jr.,PG,0.2692307692307693,CHO,0.6309523809523809,0.18072289156626506,0.5881006864988558,0.26771653543307083,0.302158273381295,0.412,0.07547169811320756,0.1590909090909091,0.216,0.24793388429752067,0.2692307692307692,0.475,0.292,0.13725490196078433,0.15267175572519084,0.736,0.07352941176470588,0.21138211382113822,0.1657754010695187,0.3380281690140845,0.4666666666666666,0.1111111111111111,0.2631578947368421,0.3833333333333333,0.24376731301939059,2023,Charlotte Hornets,0.30303030303030304,0.7301587301587302,0.28443877551020413,0.30357142857142855,0.7499999999999996,0.7130801687763713,0.3319486404833837,2022-2023,4,697,,5,-0.6965826549200054,1429.2715107866977,1.5714285714285716,0.8931613422458696,0,3.142857142857143,0.5238095238095238,0.20238095238095238,0,0.4273809523809524,0.23835361127319918
3664,Deonte Burton,PF,0.42307692307692313,SAC,0.011904761904761904,0.0,0.06864988558352403,0.0,0.03597122302158273,0.0,0.0,0.03787878787878788,0.0,0.0,0.021367521367521368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,Sacramento Kings,0.6212121212121212,0.3968253968253968,0.610969387755102,0.0,1.0,0.7320675105485228,0.6412386706948641,2022-2023,29,699,,2,-0.8492319348032172,3688.4973701619733,0.0,0.0,1,0.8333333333333333,0.27777777777777773,-0.4404761904761904,0,0.178968253968254,0.1184103953109623
3775,Derrick Jones Jr.,PF,0.2692307692307693,CHI,0.75,0.0,0.3203661327231121,0.14173228346456693,0.12949640287769784,0.5,0.07547169811320756,0.0984848484848485,0.338,0.11570247933884296,0.09829059829059829,0.587,0.3726666666666667,0.09803921568627452,0.09923664122137406,0.738,0.1323529411764706,0.12195121951219512,0.1283422459893048,0.035211267605633804,0.16666666666666666,0.13333333333333333,0.07017543859649122,0.21666666666666667,0.13850415512465375,2023,Chicago Bulls,0.5,0.5238095238095237,0.4872448979591837,0.3214285714285714,0.804123711340206,0.5991561181434597,0.6061178247734139,2022-2023,5,719,,6,0.17430178477690458,-324.873626569182,0.892857142857143,0.5074780353669714,0,4.011904761904762,0.5731292517006803,0.15476190476190477,0,0.5049319727891157,0.27579823004004994
3801,Derrick Rose,PG,0.6153846153846154,NYK,0.3095238095238095,0.0,0.2860411899313501,0.1811023622047244,0.21223021582733814,0.384,0.1320754716981132,0.17424242424242423,0.302,0.1322314049586777,0.15384615384615385,0.438,0.29533333333333334,0.03921568627450981,0.03053435114503817,0.917,0.04411764705882353,0.09756097560975609,0.08021390374331551,0.11971830985915494,0.09999999999999999,0.044444444444444446,0.14035087719298245,0.11666666666666665,0.15512465373961218,2023,New York Knicks,0.6060606060606061,0.41269841269841273,0.5956632653061223,0.17857142857142855,0.8788659793814428,0.6265822784810124,0.6672960725075529,2022-2023,23,722,,13,-0.6819684421902161,430.3707990536114,0.4666666666666667,0.5683753996110079,0,8.154761904761905,0.5824829931972789,0.011904761904761862,0,0.877295918367347,0.4555898808953564
3810,Derrick White,SG,0.3846153846153848,BOS,0.9642857142857143,0.8433734939759037,0.6475972540045767,0.3385826771653543,0.3309352517985611,0.462,0.339622641509434,0.36363636363636365,0.381,0.2066115702479339,0.19230769230769232,0.548,0.37333333333333335,0.19607843137254904,0.17557251908396945,0.875,0.08823529411764706,0.23577235772357721,0.1925133689839572,0.2746478873239437,0.2333333333333333,0.19999999999999998,0.21052631578947367,0.3666666666666667,0.34349030470914127,2023,Boston Celtics,0.7575757575757576,0.25396825396825395,0.7512755102040816,0.0,0.9278350515463916,0.590717299578059,0.7953172205438066,2022-2023,1,724,,5,0.763430454462404,-1770.1407470801605,0.9393939393939396,1.258545527710089,0,4.035714285714286,0.6726190476190476,0.08333333333333337,0,0.49583333333333335,0.2714050565663076
3822,Desmond Bane,SG,0.23076923076923084,MEM,0.6785714285714286,0.6987951807228916,0.7254004576659039,0.6141732283464567,0.5827338129496402,0.479,0.5471698113207547,0.5303030303030303,0.408,0.40495867768595045,0.39316239316239315,0.534,0.3786666666666666,0.303921568627451,0.26717557251908397,0.883,0.10294117647058823,0.3495934959349593,0.26737967914438504,0.3098591549295775,0.3333333333333333,0.08888888888888889,0.3859649122807018,0.43333333333333335,0.5955678670360111,2023,Memphis Grizzlies,0.6666666666666666,0.3492063492063492,0.6581632653061225,0.0,0.902061855670103,0.6244725738396624,0.6903323262839879,2022-2023,15,728,,2,0.9660215480951546,-0.0,1.1813186813186813,2.182155552077977,0,2.369047619047619,0.7896825396825397,-0.2142857142857142,0,0.2515873015873016,0.15347366770886858
3862,Devin Booker,SG,0.3076923076923077,PHO,0.6190476190476191,0.6385542168674699,0.7917620137299771,0.7795275590551182,0.723021582733813,0.494,0.39622641509433965,0.4545454545454546,0.351,0.6446280991735537,0.6068376068376068,0.554,0.364,0.5686274509803922,0.5190839694656488,0.855,0.1323529411764706,0.3008130081300813,0.24064171122994651,0.38732394366197187,0.3333333333333333,0.06666666666666667,0.4736842105263158,0.5,0.7700831024930748,2023,Phoenix Suns,0.5757575757575758,0.44444444444444436,0.5650510204081632,0.05357142857142857,0.8170103092783503,0.5949367088607591,0.6329305135951662,2022-2023,27,734,,7,0.7886201428713335,-0.0,1.037313432835821,2.8215778766403607,0,6.214285714285714,0.7767857142857143,-0.1785714285714286,0,0.6455357142857143,0.3436871304029751
3897,Devin Vassell,SG,0.15384615384615397,SAS,0.4404761904761904,0.3855421686746988,0.7093821510297482,0.5433070866141733,0.5647482014388489,0.439,0.509433962264151,0.5303030303030303,0.387,0.34710743801652894,0.37179487179487175,0.48,0.35,0.20588235294117652,0.19847328244274812,0.78,0.029411764705882356,0.3008130081300813,0.20855614973262032,0.2535211267605634,0.3666666666666667,0.08888888888888889,0.2631578947368421,0.25,0.5124653739612188,2023,San Antonio Spurs,0.2272727272727273,0.8095238095238095,0.2066326530612245,0.5178571428571428,0.8015463917525771,0.8375527426160336,0.18353474320241692,2022-2023,30,742,,2,0.9996451593714062,-0.0,1.5040650406504064,1.8776687308577942,0,2.0,0.6666666666666666,-0.39285714285714296,0,0.14880952380952378,0.10384859912385364
3900,Devon Dotson,PG,0.1923076923076924,WAS,0.05952380952380952,0.0,0.2013729977116705,0.015748031496062992,0.06115107913669064,0.1,0.03773584905660378,0.05303030303030303,0.25,0.0,0.042735042735042736,0.0,0.09999999999999999,0.0,0.0,0.0,0.14705882352941177,0.056910569105691054,0.0909090909090909,0.09154929577464789,0.26666666666666666,0.0,0.08771929824561403,0.25,0.013850415512465374,2023,Washington Wizards,0.4242424242424242,0.6031746031746033,0.409438775510204,0.1607142857142857,0.8067010309278349,0.6540084388185652,0.5143504531722054,2022-2023,36,743,,2,-0.7292845505553169,3509.317257272185,0.1923076923076923,0.05074780353669714,0,0.29761904761904756,0.09920634920634919,-0.05952380952380951,0,0.021825396825396828,0.04253577307286994
3908,Devonte' Graham,PG,0.34615384615384626,SAS,0.8571428571428571,0.0963855421686747,0.41876430205949655,0.17322834645669294,0.21223021582733814,0.374,0.30188679245283023,0.34848484848484845,0.352,0.049586776859504134,0.05555555555555556,0.452,0.3413333333333333,0.12745098039215688,0.13740458015267176,0.748,0.04411764705882353,0.11382113821138211,0.0909090909090909,0.19014084507042256,0.19999999999999998,0.044444444444444446,0.12280701754385963,0.18333333333333335,0.20498614958448755,2023,San Antonio Spurs,0.2272727272727273,0.8095238095238095,0.2066326530612245,0.5178571428571428,0.8015463917525771,0.8375527426160336,0.18353474320241692,2022-2023,30,746,,4,-0.026096276327033114,69.41609502990808,0.6218487394957983,0.7510674923431178,0,3.6666666666666665,0.7333333333333333,-0.0357142857142857,0,0.4292857142857143,0.23927330366396393
3920,Dewayne Dedmon,C,0.5769230769230771,PHI,0.4404761904761904,0.012048192771084338,0.25629290617848965,0.15748031496062992,0.14388489208633093,0.51,0.05660377358490566,0.07575757575757576,0.308,0.14049586776859505,0.12393162393162394,0.58,0.3666666666666667,0.08823529411764708,0.09923664122137406,0.673,0.1323529411764706,0.21138211382113822,0.18716577540106952,0.04929577464788732,0.06666666666666667,0.1111111111111111,0.12280701754385963,0.3333333333333333,0.1440443213296399,2023,Philadelphia 76ers,0.7121212121212122,0.30158730158730157,0.7053571428571429,0.05357142857142857,0.858247422680412,0.5801687763713081,0.7194108761329305,2022-2023,26,749,,9,0.3871585310104752,-484.9160600906202,0.8253968253968255,0.5277771567816503,0,6.011904761904762,0.6011904761904762,-0.3452380952380953,0,0.5577380952380954,0.3012950592661622
3964,Dillon Brooks,SF,0.34615384615384626,MEM,0.8571428571428571,0.8795180722891567,0.6933638443935927,0.4251968503937008,0.48920863309352514,0.396,0.37735849056603776,0.4545454545454546,0.326,0.2809917355371901,0.3247863247863248,0.451,0.312,0.15686274509803924,0.1603053435114504,0.779,0.08823529411764706,0.21951219512195122,0.1764705882352941,0.18309859154929578,0.3,0.044444444444444446,0.24561403508771926,0.5499999999999999,0.3961218836565097,2023,Memphis Grizzlies,0.6666666666666666,0.3492063492063492,0.6581632653061225,0.0,0.902061855670103,0.6244725738396624,0.6903323262839879,2022-2023,15,760,,5,0.6480576117050043,-1524.5555315360227,0.7771739130434784,1.4513871811495382,0,4.035714285714286,0.6726190476190476,0.4880952380952381,0,0.6172619047619048,0.3300354464775607
4016,Domantas Sabonis,C,0.3076923076923077,SAC,0.9285714285714286,0.9518072289156627,0.7917620137299771,0.5748031496062992,0.42805755395683454,0.615,0.07547169811320756,0.08333333333333334,0.373,0.5702479338842976,0.46153846153846156,0.639,0.42133333333333334,0.4019607843137255,0.41984732824427484,0.742,0.4705882352941177,0.7398373983739837,0.6577540106951872,0.5140845070422535,0.26666666666666666,0.1111111111111111,0.5087719298245613,0.5833333333333333,0.5290858725761773,2023,Sacramento Kings,0.6212121212121212,0.3968253968253968,0.610969387755102,0.0,1.0,0.7320675105485228,0.6412386706948641,2022-2023,29,767,,6,0.8862366157183853,-1776.0181778996441,1.0105820105820107,1.9385660951018309,0,5.7976190476190474,0.8282312925170068,0.20238095238095244,0,0.7232993197278912,0.3812343934098666
4094,Donovan Mitchell,SG,0.3076923076923077,CLE,0.7976190476190477,0.819277108433735,0.8192219679633866,0.7874015748031495,0.7410071942446044,0.484,0.679245283018868,0.7045454545454546,0.386,0.5289256198347108,0.48290598290598297,0.566,0.3813333333333333,0.4607843137254903,0.4122137404580153,0.867,0.1323529411764706,0.26829268292682923,0.2299465240641711,0.3098591549295775,0.5,0.08888888888888889,0.45614035087719296,0.41666666666666663,0.7839335180055401,2023,Cleveland Cavaliers,0.6666666666666666,0.3492063492063492,0.6581632653061225,0.125,0.7835051546391751,0.4957805907172994,0.7518882175226587,2022-2023,6,783,,5,0.948255171399325,-0.0,1.0926640926640927,2.872325680177058,0,4.845238095238095,0.8075396825396824,0.011904761904761973,0,0.5688492063492063,0.3066599315456232
4103,Donte DiVincenzo,SG,0.3076923076923077,GSW,0.8452380952380952,0.43373493975903615,0.6018306636155606,0.25984251968503935,0.2697841726618705,0.435,0.39622641509433965,0.4015151515151515,0.397,0.09917355371900827,0.09829059829059829,0.525,0.3826666666666666,0.07843137254901962,0.07633587786259542,0.817,0.16176470588235295,0.2764227642276423,0.24064171122994651,0.24647887323943662,0.43333333333333335,0.022222222222222223,0.2807017543859649,0.3,0.26038781163434904,2023,Golden State Warriors,0.5606060606060607,0.4603174603174603,0.5497448979591837,0.07142857142857142,0.9536082474226801,0.7109704641350207,0.6170694864048338,2022-2023,10,788,,4,0.6543157849199432,-1776.5982192146298,1.0444444444444445,0.9540587064899062,0,3.1904761904761907,0.6380952380952382,0.35714285714285715,0,0.49000000000000005,0.2685884986195905
4144,Dorian Finney-Smith,PF,0.42307692307692313,BRK,0.7738095238095238,0.7951807228915663,0.6956521739130435,0.23622047244094488,0.27338129496402874,0.391,0.3207547169811321,0.38636363636363635,0.337,0.09917355371900827,0.10683760683760685,0.503,0.33666666666666667,0.06862745098039216,0.06870229007633588,0.763,0.25,0.25203252032520324,0.2566844919786096,0.1056338028169014,0.26666666666666666,0.1111111111111111,0.15789473684210525,0.3666666666666667,0.22991689750692523,2023,Brooklyn Nets,0.5757575757575758,0.44444444444444436,0.5650510204081632,0.21428571428571427,0.8118556701030926,0.6139240506329111,0.5932779456193353,2022-2023,2,795,,6,0.8070045857081917,-1683.9879976342222,0.7545454545454546,0.8424135387091726,0,5.392857142857142,0.770408163265306,-0.16666666666666663,0,0.5663265306122449,0.3054418865638068
4176,Doug McDermott,SF,0.5,SAS,0.75,0.0,0.4691075514874142,0.2913385826771654,0.29496402877697836,0.457,0.3584905660377359,0.3560606060606061,0.413,0.1487603305785124,0.14957264957264957,0.516,0.3833333333333333,0.07843137254901962,0.08396946564885498,0.757,0.05882352941176471,0.14634146341463414,0.11764705882352942,0.09859154929577464,0.06666666666666667,0.022222222222222223,0.15789473684210525,0.3,0.2825484764542936,2023,San Antonio Spurs,0.2272727272727273,0.8095238095238095,0.2066326530612245,0.5178571428571428,0.8015463917525771,0.8375527426160336,0.18353474320241692,2022-2023,30,800,,8,0.7129833388639403,-1110.9072623210038,0.902654867256637,1.0352551921486215,0,6.928571428571429,0.7698412698412699,0.15476190476190477,0,0.8162698412698415,0.4261241410543369
4218,Draymond Green,PF,0.5384615384615385,GSW,0.8571428571428571,0.8795180722891567,0.7208237986270023,0.26771653543307083,0.23381294964028776,0.527,0.09433962264150944,0.13636363636363638,0.305,0.2396694214876033,0.20085470085470086,0.612,0.37999999999999995,0.10784313725490198,0.11450381679389313,0.713,0.1323529411764706,0.5121951219512195,0.3850267379679144,0.47887323943661975,0.3333333333333333,0.17777777777777778,0.4912280701754385,0.5166666666666666,0.23545706371191136,2023,Golden State Warriors,0.5606060606060607,0.4603174603174603,0.5497448979591837,0.07142857142857142,0.9536082474226801,0.7109704641350207,0.6170694864048338,2022-2023,10,806,,10,0.04299828010319297,-44.01069415289542,1.1333333333333333,0.8627126601238514,0,8.892857142857142,0.8084415584415584,0.3214285714285714,0,1.0665584415584415,0.546973114674145
4229,Drew Eubanks,C,0.2692307692307693,POR,0.9166666666666666,0.3373493975903615,0.4645308924485126,0.2125984251968504,0.15467625899280574,0.641,0.01886792452830189,0.015151515151515152,0.389,0.22314049586776863,0.1752136752136752,0.655,0.434,0.10784313725490198,0.12213740458015268,0.664,0.25,0.3008130081300813,0.2887700534759358,0.09154929577464789,0.16666666666666666,0.28888888888888886,0.15789473684210525,0.3666666666666667,0.1828254847645429,2023,Portland Trail Blazers,0.3939393939393939,0.6349206349206349,0.37755102040816324,0.3571428571428571,0.8118556701030926,0.7172995780590719,0.404833836858006,2022-2023,28,809,,4,0.8748026710743013,-2562.2970235766284,0.8571428571428571,0.6698710066844021,0,2.892857142857143,0.5785714285714285,0.08333333333333326,0,0.37214285714285716,0.21168253194102127
4267,Duane Washington Jr.,SG,0.15384615384615397,PHO,0.3571428571428571,0.03614457831325302,0.29061784897025167,0.23622047244094488,0.2985611510791367,0.367,0.24528301886792456,0.27272727272727276,0.36,0.14049586776859505,0.20085470085470086,0.372,0.29666666666666663,0.04901960784313726,0.06106870229007634,0.667,0.014705882352941178,0.08943089430894309,0.0641711229946524,0.14084507042253522,0.06666666666666667,0.022222222222222223,0.1929824561403509,0.11666666666666665,0.2188365650969529,2023,Phoenix Suns,0.5757575757575758,0.44444444444444436,0.5650510204081632,0.05357142857142857,0.8170103092783503,0.5949367088607591,0.6329305135951662,2022-2023,27,817,,1,-0.9999999999999998,7139.499999999998,0.797979797979798,0.8018152958798148,0,0.9166666666666666,0.4583333333333333,-0.20238095238095244,0,0.07678571428571429,0.06907273059806134
4272,Duncan Robinson,SF,0.3846153846153848,MIA,0.4880952380952381,0.012048192771084338,0.37757437070938216,0.16535433070866143,0.20143884892086328,0.371,0.28301886792452835,0.34848484848484845,0.328,0.049586776859504134,0.047008547008547015,0.556,0.33599999999999997,0.06862745098039216,0.06106870229007634,0.906,0.029411764705882356,0.12195121951219512,0.08556149732620322,0.07746478873239437,0.09999999999999999,0.0,0.12280701754385963,0.3,0.1772853185595568,2023,Miami Heat,0.5606060606060607,0.4603174603174603,0.5497448979591837,0.0,0.7113402061855667,0.5569620253164556,0.5494712990936556,2022-2023,16,819,,4,0.12812118085818888,-334.57565169307446,0.5871559633027523,0.6495718852697234,0,3.2857142857142856,0.6571428571428571,-0.4404761904761905,0,0.2621428571428571,0.1585702963743566
4321,Dwight Powell,C,0.5,DAL,0.8928571428571428,0.7710843373493976,0.43935926773455375,0.2047244094488189,0.12589928057553956,0.732,0.0,0.007575757575757576,0.0,0.21487603305785125,0.14957264957264957,0.746,0.488,0.1470588235294118,0.16793893129770995,0.667,0.29411764705882354,0.17886178861788618,0.2192513368983957,0.06338028169014084,0.19999999999999998,0.06666666666666667,0.15789473684210525,0.4666666666666666,0.18559556786703602,2023,Dallas Mavericks,0.4696969696969697,0.5555555555555556,0.4553571428571429,0.23214285714285712,0.8324742268041234,0.6476793248945145,0.5490936555891238,2022-2023,7,828,,8,0.45020237455820317,-638.5870570677802,0.7701149425287357,0.6800205673917417,0,6.8809523809523805,0.7645502645502645,-0.07142857142857151,0,0.7431216931216931,0.39080539854788465
4340,Dylan Windler,SF,0.3076923076923077,CLE,0.023809523809523808,0.0,0.07551487414187642,0.055118110236220465,0.03597122302158273,0.667,0.05660377358490566,0.05303030303030303,0.5,0.024793388429752067,0.01282051282051282,1.0,0.5553333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.02112676056338028,0.09999999999999999,0.0,0.05263157894736842,0.0,0.047091412742382266,2023,Cleveland Cavaliers,0.6666666666666666,0.3492063492063492,0.6581632653061225,0.125,0.7835051546391751,0.4957805907172994,0.7518882175226587,2022-2023,6,830,,2,-0.9244734516419052,4217.447886390371,0.7727272727272726,0.17254253202477024,0,0.9642857142857143,0.32142857142857145,-0.5595238095238095,1,0.26071428571428573,0.15788052708128306
4347,Dāvis Bertāns,PF,0.4615384615384617,DAL,0.5238095238095238,0.012048192771084338,0.2494279176201373,0.11811023622047244,0.12949640287769784,0.431,0.22641509433962265,0.23484848484848486,0.39,0.024793388429752067,0.017094017094017096,0.737,0.40199999999999997,0.029411764705882356,0.022900763358778626,0.867,0.029411764705882356,0.08130081300813008,0.0641711229946524,0.035211267605633804,0.06666666666666667,0.044444444444444446,0.03508771929824561,0.19999999999999998,0.12742382271468142,2023,Dallas Mavericks,0.4696969696969697,0.5555555555555556,0.4553571428571429,0.23214285714285712,0.8324742268041234,0.6476793248945145,0.5490936555891238,2022-2023,7,832,,6,0.060187815702158864,-114.87274539726322,0.8214285714285713,0.4668797925376136,0,5.059523809523809,0.7227891156462585,-0.13095238095238093,0,0.5389455782312925,0.2922213084465634
4496,Edmond Sumner,SG,0.34615384615384626,BRK,0.6190476190476191,0.14457831325301207,0.3180778032036613,0.1811023622047244,0.1834532374100719,0.461,0.11320754716981132,0.12121212121212122,0.356,0.1487603305785124,0.1452991452991453,0.511,0.346,0.18627450980392157,0.15267175572519084,0.917,0.029411764705882356,0.09756097560975609,0.08021390374331551,0.09154929577464789,0.19999999999999998,0.044444444444444446,0.15789473684210525,0.26666666666666666,0.1966759002770083,2023,Brooklyn Nets,0.5757575757575758,0.44444444444444436,0.5650510204081632,0.21428571428571427,0.8118556701030926,0.6139240506329111,0.5932779456193353,2022-2023,2,855,,4,0.9551767092104262,-2681.181022753666,0.9466666666666667,0.7206188102210993,1,1.8571428571428572,0.37142857142857144,0.0,0,0.4228571428571429,0.23616934184513289
