,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Year,Team,W,L,W/L%,GB,PS/G,PA/G,SRS,season,Team Code,Player Code,Next Pts,player_year,Pts corr,Adj Pts corr,Pts diff,pts_year,Missing_Prev_Year,Total_Games_Played,Avg_Games_Per_Year,Change_Games_Played,Significant_Drop_Games_Played,Overall_Injury_Metric,Normalized_Injury_Metric
8267,Kevon Looney,C,0.3076923076923077,GSW,0.9642857142857143,0.8433734939759037,0.5469107551487413,0.23622047244094488,0.16906474820143885,0.63,0.0,0.0,0.0,0.24793388429752067,0.20085470085470086,0.632,0.42,0.10784313725490198,0.1450381679389313,0.606,0.4852941176470588,0.4796747967479675,0.4973262032085562,0.17605633802816903,0.19999999999999998,0.13333333333333333,0.08771929824561403,0.45,0.19390581717451522,2023,Golden State Warriors,0.5606060606060607,0.4603174603174603,0.5497448979591837,0.07142857142857142,0.9536082474226801,0.7109704641350207,0.6170694864048338,2022-2023,10,1633,,7,0.7988183499982727,-0.0,1.1666666666666665,0.7104692495137599,0,5.25,0.65625,0.0,0,0.5906250000000001,0.3171741232004599
8292,Khem Birch,C,0.4615384615384617,TOR,0.22619047619047616,0.0,0.18535469107551486,0.07874015748031496,0.05755395683453238,0.594,0.01886792452830189,0.007575757575757576,0.5,0.0743801652892562,0.0641025641025641,0.6,0.40599999999999997,0.019607843137254905,0.022900763358778626,0.8,0.05882352941176471,0.07317073170731707,0.06951871657754011,0.028169014084507046,0.09999999999999999,0.06666666666666667,0.07017543859649122,0.19999999999999998,0.060941828254847646,2023,Toronto Raptors,0.5151515151515151,0.5079365079365079,0.5025510204081632,0.2857142857142857,0.7989690721649483,0.590717299578059,0.6144259818731118,2022-2023,32,1637,,5,-0.27107893291494056,621.4484537075012,0.4888888888888889,0.2232903355614674,0,3.2857142857142856,0.5476190476190476,-0.41666666666666674,0,0.2583333333333333,0.1567309115928271
8303,Khris Middleton,SF,0.5,MIL,0.38095238095238093,0.22891566265060243,0.5560640732265446,0.4251968503937008,0.44244604316546765,0.436,0.28301886792452835,0.37121212121212127,0.315,0.3140495867768595,0.3162393162393163,0.516,0.33266666666666667,0.27450980392156865,0.2366412213740458,0.902,0.11764705882352942,0.2764227642276423,0.22459893048128343,0.3450704225352113,0.2333333333333333,0.044444444444444446,0.3859649122807018,0.35,0.4182825484764543,2023,Milwaukee Bucks,0.7727272727272727,0.23809523809523808,0.7665816326530611,0.0,0.902061855670103,0.630801687763713,0.6907099697885196,2022-2023,17,1638,,10,0.7064530176575935,-847.2298371762703,0.7512437810945274,1.5325836668082535,0,8.011904761904763,0.7283549783549784,-0.3928571428571429,0,0.7561688311688313,0.3971050591790701
8312,Killian Hayes,PG,0.11538461538461542,DET,0.8928571428571428,0.674698795180723,0.6475972540045767,0.31496062992125984,0.3848920863309352,0.377,0.2075471698113208,0.2878787878787879,0.28,0.24793388429752067,0.29914529914529914,0.429,0.284,0.11764705882352942,0.11450381679389313,0.821,0.05882352941176471,0.2032520325203252,0.1550802139037433,0.4366197183098592,0.4666666666666666,0.08888888888888889,0.4035087719298245,0.4833333333333333,0.2853185595567867,2023,Detroit Pistons,0.1515151515151515,0.8888888888888888,0.1288265306122449,0.7321428571428571,0.7319587628865976,0.740506329113924,0.2624622356495468,2022-2023,9,1641,,2,0.878299823149868,-0.0,1.4927536231884058,1.0454047528559611,0,1.9642857142857144,0.6547619047619048,0.11904761904761896,0,0.2976190476190476,0.1756995671523502
8317,Kira Lewis Jr.,PG,0.11538461538461542,NOP,0.2857142857142857,0.0,0.2151029748283753,0.12598425196850394,0.12589928057553956,0.455,0.11320754716981132,0.10606060606060606,0.441,0.08264462809917356,0.09401709401709403,0.463,0.36,0.07843137254901962,0.06870229007633588,0.864,0.029411764705882356,0.08943089430894309,0.06951871657754011,0.06338028169014084,0.13333333333333333,0.022222222222222223,0.07017543859649122,0.16666666666666666,0.12742382271468142,2023,New Orleans Pelicans,0.5303030303030303,0.49206349206349204,0.5178571428571428,0.1607142857142857,0.8376288659793811,0.6139240506329111,0.6159365558912386,2022-2023,21,1644,,2,-0.9686196045011369,4392.367033211156,0.7796610169491525,0.4668797925376136,0,1.1904761904761905,0.3968253968253968,0.011904761904761918,0,0.1623015873015873,0.11036308689177066
8350,Klay Thompson,SF,0.5384615384615385,GSW,0.8095238095238095,0.8313253012048193,0.7551487414187643,0.6220472440944882,0.6510791366906475,0.436,0.8301886792452832,0.803030303030303,0.412,0.2975206611570248,0.3247863247863248,0.47,0.3706666666666667,0.16666666666666669,0.1450381679389313,0.879,0.08823529411764706,0.2926829268292683,0.2192513368983957,0.16901408450704225,0.2333333333333333,0.08888888888888889,0.3157894736842105,0.31666666666666665,0.6066481994459834,2023,Golden State Warriors,0.5606060606060607,0.4603174603174603,0.5497448979591837,0.07142857142857142,0.9536082474226801,0.7109704641350207,0.6170694864048338,2022-2023,10,1650,,9,0.7135101080564348,-841.6565234633704,1.073529411764706,2.2227537949073346,0,8.404761904761905,0.8404761904761905,0.4404761904761905,0,1.0566666666666669,0.5421969848721054
8373,Kobi Simmons,SG,0.2692307692307693,CHO,0.047619047619047616,0.0,0.12814645308924483,0.015748031496062992,0.043165467625899276,0.167,0.03773584905660378,0.07575757575757576,0.2,0.0,0.008547008547008548,0.0,0.16666666666666666,0.03921568627450981,0.03053435114503817,1.0,0.029411764705882356,0.048780487804878044,0.04278074866310161,0.07042253521126761,0.0,0.08888888888888889,0.03508771929824561,0.0,0.027700831024930747,2023,Charlotte Hornets,0.30303030303030304,0.7301587301587302,0.28443877551020413,0.30357142857142855,0.7499999999999996,0.7130801687763713,0.3319486404833837,2022-2023,4,1652,,2,-0.7794363485805834,3236.999155655163,1.0,0.10149560707339428,1,0.41666666666666663,0.13888888888888887,0.047619047619047616,0,0.2698412698412698,0.1622873864536975
8399,Kris Dunn,PG,0.3846153846153848,UTA,0.24999999999999994,0.03614457831325302,0.5903890160183066,0.41732283464566927,0.3525179856115108,0.537,0.15094339622641512,0.12121212121212122,0.472,0.371900826446281,0.3504273504273504,0.55,0.38399999999999995,0.18627450980392157,0.183206106870229,0.774,0.05882352941176471,0.3333333333333333,0.24064171122994651,0.39436619718309857,0.3666666666666667,0.1111111111111111,0.2807017543859649,0.43333333333333335,0.3656509695290858,2023,Utah Jazz,0.4545454545454546,0.5714285714285714,0.44005102040816324,0.2857142857142857,0.9072164948453603,0.7299578059071727,0.5154833836858006,2022-2023,33,1659,,6,0.10949746484630792,-190.88536621707078,1.7368421052631577,1.3397420133688043,0,3.0952380952380953,0.4421768707482993,0.09523809523809518,0,0.382312925170068,0.21659303238456876
8419,Kristaps Porziņģis,C,0.34615384615384626,WAS,0.7619047619047619,0.783132530120482,0.7459954233409611,0.6141732283464567,0.5647482014388489,0.498,0.39622641509433965,0.4166666666666667,0.385,0.4710743801652893,0.4358974358974359,0.559,0.3766666666666666,0.5294117647058825,0.4885496183206107,0.851,0.2647058823529412,0.5365853658536585,0.44919786096256686,0.19014084507042256,0.3,0.3333333333333333,0.3684210526315789,0.5,0.6426592797783933,2023,Washington Wizards,0.4242424242424242,0.6031746031746033,0.409438775510204,0.1607142857142857,0.8067010309278349,0.6540084388185652,0.5143504531722054,2022-2023,36,1662,,6,0.7298470059697556,-0.0,1.1485148514851484,2.354698084102747,0,4.7023809523809526,0.6717687074829932,0.16666666666666663,0,0.5874149659863945,0.3156241951758451
8463,Kyle Anderson,PF,0.42307692307692313,MIN,0.8095238095238095,0.5542168674698795,0.6498855835240274,0.2913385826771654,0.2589928057553957,0.509,0.11320754716981132,0.11363636363636365,0.41,0.24793388429752067,0.2435897435897436,0.536,0.3686666666666667,0.13725490196078433,0.15267175572519084,0.735,0.14705882352941177,0.35772357723577236,0.2834224598930481,0.3450704225352113,0.3666666666666667,0.19999999999999998,0.2631578947368421,0.35,0.26038781163434904,2023,Minnesota Timberwolves,0.5303030303030303,0.49206349206349204,0.5178571428571428,0.19642857142857142,0.8737113402061851,0.683544303797468,0.5460725075528701,2022-2023,18,1669,,8,0.7773848993714142,-1177.9108747475527,1.236842105263158,0.9540587064899062,0,6.726190476190476,0.7473544973544973,0.0,0,0.7473544973544974,0.39284915941625087
8489,Kyle Kuzma,PF,0.34615384615384626,WAS,0.75,0.7710843373493976,0.8009153318077803,0.6299212598425197,0.6402877697841727,0.448,0.4716981132075472,0.5681818181818182,0.333,0.4545454545454546,0.4401709401709402,0.533,0.3453333333333333,0.26470588235294124,0.2824427480916031,0.73,0.1323529411764706,0.5203252032520326,0.3850267379679144,0.2605633802816902,0.19999999999999998,0.1111111111111111,0.5263157894736842,0.3833333333333333,0.5872576177285318,2023,Washington Wizards,0.4242424242424242,0.6031746031746033,0.409438775510204,0.1607142857142857,0.8067010309278349,0.6540084388185652,0.5143504531722054,2022-2023,36,1673,,5,0.3380200353229512,-0.0,1.2397660818713447,2.1517068699559583,0,4.761904761904762,0.7936507936507936,-0.023809523809523836,0,0.5484126984126985,0.296792398603043
8506,Kyle Lowry,PG,0.6923076923076923,MIA,0.6428571428571429,0.5301204819277109,0.7139588100686498,0.28346456692913385,0.3165467625899281,0.404,0.3584905660377359,0.42424242424242425,0.345,0.1322314049586777,0.13675213675213677,0.509,0.3426666666666667,0.20588235294117652,0.19083969465648856,0.859,0.11764705882352942,0.26829268292682923,0.2192513368983957,0.35915492957746475,0.3333333333333333,0.08888888888888889,0.3333333333333333,0.43333333333333335,0.31024930747922436,2023,Miami Heat,0.5606060606060607,0.4603174603174603,0.5497448979591837,0.0,0.7113402061855667,0.5569620253164556,0.5494712990936556,2022-2023,16,1674,,16,0.5546799273691816,-388.8958855478397,0.835820895522388,1.1367507992220158,0,12.630952380952381,0.7429971988795518,-0.09523809523809523,0,1.308823529411765,0.6639480275436397
8535,Kyrie Irving,PG-SG,0.4615384615384617,DAL,0.7023809523809523,0.7228915662650602,0.8558352402745995,0.7795275590551182,0.723021582733813,0.494,0.5849056603773586,0.6287878787878789,0.379,0.5619834710743802,0.5042735042735043,0.574,0.3813333333333333,0.4019607843137255,0.3511450381679389,0.905,0.14705882352941177,0.3333333333333333,0.2727272727272727,0.38732394366197187,0.3666666666666667,0.17777777777777778,0.3684210526315789,0.4666666666666666,0.7506925207756233,2023,Dallas Mavericks,0.4696969696969697,0.5555555555555556,0.4553571428571429,0.23214285714285712,0.8324742268041234,0.6476793248945145,0.5490936555891238,2022-2023,7,1679,,11,0.8855981731679183,-967.3684044904227,0.989051094890511,2.7505309516889853,0,7.845238095238095,0.6537698412698413,0.369047619047619,0,0.9606150793650793,0.4958195800419783
8562,LaMelo Ball,PG,0.11538461538461542,CHO,0.41666666666666663,0.43373493975903615,0.805491990846682,0.6456692913385826,0.7194244604316546,0.411,0.7547169811320755,0.803030303030303,0.376,0.34710743801652894,0.4017094017094017,0.45,0.33999999999999997,0.27450980392156865,0.2595419847328244,0.836,0.17647058823529413,0.4308943089430894,0.34224598930481287,0.591549295774648,0.43333333333333335,0.06666666666666667,0.631578947368421,0.5499999999999999,0.6454293628808865,2023,Charlotte Hornets,0.30303030303030304,0.7301587301587302,0.28443877551020413,0.30357142857142855,0.7499999999999996,0.7130801687763713,0.3319486404833837,2022-2023,4,1683,,2,0.9958705948858219,-0.0,1.1592039800995027,2.364847644810087,0,1.8928571428571428,0.6309523809523809,-0.4642857142857143,0,0.11309523809523808,0.08660436679701447
8599,Lamar Stevens,SF,0.2692307692307693,CLE,0.7261904761904762,0.30120481927710846,0.41418764302059496,0.16535433070866143,0.16546762589928055,0.448,0.09433962264150944,0.11363636363636365,0.316,0.1322314049586777,0.13247863247863248,0.513,0.3333333333333333,0.05882352941176471,0.06870229007633588,0.702,0.11764705882352942,0.21138211382113822,0.1764705882352941,0.035211267605633804,0.13333333333333333,0.06666666666666667,0.07017543859649122,0.21666666666666667,0.14681440443213295,2023,Cleveland Cavaliers,0.6666666666666666,0.3492063492063492,0.6581632653061225,0.125,0.7835051546391751,0.4957805907172994,0.7518882175226587,2022-2023,6,1688,,2,0.5960395606792698,-2828.8037549838145,0.8688524590163934,0.5379267174889896,0,1.9285714285714284,0.6428571428571428,-0.011904761904761973,0,0.2535714285714285,0.15443168061591517
8644,Landry Shamet,SG,0.2692307692307693,PHO,0.46428571428571425,0.10843373493975904,0.46224256292906174,0.22047244094488186,0.2697841726618705,0.377,0.3584905660377359,0.3787878787878788,0.377,0.08264462809917356,0.10683760683760685,0.376,0.33466666666666667,0.10784313725490198,0.09923664122137406,0.882,0.04411764705882353,0.11382113821138211,0.0909090909090909,0.1619718309859155,0.2333333333333333,0.022222222222222223,0.15789473684210525,0.25,0.24099722991689748,2023,Phoenix Suns,0.5757575757575758,0.44444444444444436,0.5650510204081632,0.05357142857142857,0.8170103092783503,0.5949367088607591,0.6329305135951662,2022-2023,27,1697,,4,-0.6563924617405222,1765.3018866049606,1.048192771084337,0.8830117815385301,0,3.5357142857142856,0.7071428571428571,-0.3452380952380953,0,0.32071428571428573,0.18685083739037286
8702,Larry Nance Jr.,C,0.4615384615384617,NOP,0.7619047619047619,0.012048192771084338,0.4851258581235698,0.22834645669291337,0.16906474820143885,0.61,0.03773584905660378,0.045454545454545456,0.333,0.21487603305785125,0.17094017094017094,0.654,0.422,0.07843137254901962,0.0916030534351145,0.696,0.23529411764705885,0.30894308943089427,0.2887700534759358,0.1267605633802817,0.3,0.13333333333333333,0.10526315789473684,0.3333333333333333,0.18836565096952906,2023,New Orleans Pelicans,0.5303030303030303,0.49206349206349204,0.5178571428571428,0.1607142857142857,0.8376288659793811,0.6139240506329111,0.6159365558912386,2022-2023,21,1708,,7,0.20157876180276862,-339.8617923994679,0.9714285714285714,0.690170128099081,0,5.392857142857142,0.6741071428571428,0.22619047619047616,0,0.6745535714285714,0.3576980691685319
8744,Lauri Markkanen,PF,0.2692307692307693,UTA,0.7738095238095238,0.7951807228915663,0.7871853546910754,0.68503937007874,0.6223021582733813,0.499,0.5660377358490567,0.5833333333333334,0.391,0.46280991735537186,0.41025641025641024,0.585,0.3906666666666666,0.5196078431372549,0.4580152671755725,0.875,0.29411764705882354,0.5447154471544715,0.4598930481283422,0.13380281690140844,0.19999999999999998,0.13333333333333333,0.3333333333333333,0.35,0.7091412742382271,2023,Utah Jazz,0.4545454545454546,0.5714285714285714,0.44005102040816324,0.2857142857142857,0.9072164948453603,0.7299578059071727,0.5154833836858006,2022-2023,33,1716,,5,0.46455150486087315,-0.0,1.7297297297297296,2.5982875410788937,0,4.071428571428571,0.6785714285714285,0.059523809523809534,0,0.4928571428571428,0.2699680372057376
8788,LeBron James,PF,0.7692307692307694,LAL,0.6428571428571429,0.6506024096385542,0.8123569794050343,0.8740157480314961,0.7985611510791366,0.5,0.4150943396226416,0.5227272727272728,0.321,0.7355371900826447,0.6538461538461539,0.58,0.366,0.45098039215686275,0.450381679389313,0.768,0.17647058823529413,0.5772357723577235,0.4438502673796792,0.47887323943661975,0.3,0.13333333333333333,0.5614035087719298,0.26666666666666666,0.8005540166204985,2023,Los Angeles Lakers,0.5454545454545454,0.4761904761904762,0.5331632653061225,0.08928571428571427,0.9097938144329896,0.7004219409282699,0.570619335347432,2022-2023,14,1724,,19,0.02070963843766986,-6.7119938176488025,0.9537953795379537,2.9332230444210943,0,16.678571428571427,0.8339285714285714,-0.011904761904761862,0,1.7476785714285712,0.8758441400092317
8807,Leandro Bolmaro,SF,0.15384615384615397,UTA,0.15476190476190477,0.0,0.11212814645308924,0.015748031496062992,0.05035971223021582,0.15,0.0,0.022727272727272728,0.0,0.01652892561983471,0.047008547008547015,0.188,0.09999999999999999,0.0,0.0,0.0,0.04411764705882353,0.016260162601626018,0.026737967914438502,0.035211267605633804,0.06666666666666667,0.022222222222222223,0.08771929824561403,0.11666666666666665,0.0110803324099723,2023,Utah Jazz,0.4545454545454546,0.5714285714285714,0.44005102040816324,0.2857142857142857,0.9072164948453603,0.7299578059071727,0.5154833836858006,2022-2023,33,1727,,1,-0.9999999999999999,7297.499999999999,0.28571428571428575,0.040598242829357714,0,0.5595238095238095,0.27976190476190477,-0.24999999999999994,0,0.008928571428571452,0.036308689177066915
8852,Lindell Wigginton,PG,0.23076923076923084,MIL,0.07142857142857142,0.012048192771084338,0.2837528604118993,0.2047244094488189,0.19064748201438847,0.486,0.169811320754717,0.196969696969697,0.333,0.14049586776859505,0.11538461538461539,0.632,0.3786666666666666,0.10784313725490198,0.09923664122137406,0.889,0.0,0.08130081300813008,0.053475935828877004,0.14084507042253522,0.0,0.06666666666666667,0.2982456140350877,0.16666666666666666,0.1966759002770083,2023,Milwaukee Bucks,0.7727272727272727,0.23809523809523808,0.7665816326530611,0.0,0.902061855670103,0.630801687763713,0.6907099697885196,2022-2023,17,1739,,1,0.9999999999999998,-0.0,1.6904761904761902,0.7206188102210993,0,0.2857142857142857,0.14285714285714285,-0.14285714285714282,0,1.3877787807814457e-17,0.03199763109535712
8871,Lindy Waters III,SG,0.2692307692307693,OKC,0.47619047619047616,0.0,0.2974828375286041,0.13385826771653542,0.15467625899280574,0.393,0.2641509433962264,0.30303030303030304,0.358,0.024793388429752067,0.017094017094017096,0.75,0.3706666666666667,0.03921568627450981,0.03816793893129771,0.8,0.05882352941176471,0.11382113821138211,0.0962566844919786,0.04929577464788732,0.09999999999999999,0.06666666666666667,0.03508771929824561,0.16666666666666666,0.1440443213296399,2023,Oklahoma City Thunder,0.5,0.5238095238095237,0.4872448979591837,0.23214285714285712,0.9175257731958761,0.6962025316455698,0.5906344410876133,2022-2023,24,1741,,1,-1.0,7294.5,0.65,0.5277771567816503,0,0.7619047619047619,0.38095238095238093,0.19047619047619047,0,0.17142857142857143,0.11476994626418513
8899,Lonnie Walker IV,SG,0.23076923076923084,LAL,0.6547619047619048,0.3855421686746988,0.5308924485125858,0.33070866141732286,0.3381294964028777,0.448,0.30188679245283023,0.33333333333333337,0.365,0.21487603305785125,0.2136752136752137,0.522,0.356,0.15686274509803924,0.1450381679389313,0.858,0.04411764705882353,0.13821138211382114,0.1016042780748663,0.07746478873239437,0.16666666666666666,0.06666666666666667,0.14035087719298245,0.21666666666666667,0.3240997229916897,2023,Los Angeles Lakers,0.5454545454545454,0.4761904761904762,0.5331632653061225,0.08928571428571427,0.9097938144329896,0.7004219409282699,0.570619335347432,2022-2023,14,1749,,4,0.908148055416803,-2641.25780437423,0.9669421487603306,1.1874986027587129,0,3.083333333333333,0.6166666666666666,-0.16666666666666663,0,0.32,0.18650595274383605
8975,Louis King,PF,0.1923076923076924,PHI,0.0,0.0,0.6636155606407322,0.6299212598425197,0.4676258992805755,0.615,0.7547169811320755,0.6060606060606061,0.5,0.3305785123966942,0.2136752136752137,0.8,0.5126666666666666,0.0,0.07633587786259542,0.0,0.29411764705882354,0.16260162601626016,0.21390374331550802,0.14084507042253522,0.3333333333333333,0.0,0.3508771929824561,0.6666666666666666,0.554016620498615,2023,Philadelphia 76ers,0.7121212121212122,0.30158730158730157,0.7053571428571429,0.05357142857142857,0.858247422680412,0.5801687763713081,0.7194108761329305,2022-2023,26,1760,,3,0.8263871044065189,-0.0,4.444444444444445,2.029912141467886,0,0.2738095238095238,0.06845238095238095,-0.10714285714285714,0,0.00208333333333334,0.03300354464775607
9028,Luguentz Dort,SF,0.1923076923076924,OKC,0.8690476190476191,0.8795180722891567,0.7025171624713958,0.3622047244094488,0.4244604316546763,0.388,0.339622641509434,0.4166666666666667,0.33,0.23140495867768593,0.2692307692307692,0.44,0.31066666666666665,0.26470588235294124,0.26717557251908397,0.772,0.25,0.23577235772357721,0.2459893048128342,0.147887323943662,0.3333333333333333,0.06666666666666667,0.21052631578947367,0.5499999999999999,0.37950138504155123,2023,Oklahoma City Thunder,0.5,0.5238095238095237,0.4872448979591837,0.23214285714285712,0.9175257731958761,0.6962025316455698,0.5906344410876133,2022-2023,24,1766,,3,0.7044816289472229,-2565.369851811312,0.7965116279069768,1.3904898169055016,0,2.488095238095238,0.6220238095238095,0.27380952380952384,0,0.3931547619047619,0.22182788862664496
9045,Luka Dončić,PG,0.1923076923076924,DAL,0.7738095238095238,0.7951807228915663,0.8283752860411899,0.8582677165354331,0.7913669064748201,0.496,0.5283018867924528,0.6212121212121212,0.342,0.6694214876033058,0.5897435897435898,0.588,0.37333333333333335,0.7647058823529412,0.8015267175572519,0.742,0.11764705882352942,0.6341463414634146,0.4598930481283422,0.5633802816901409,0.4666666666666666,0.1111111111111111,0.631578947368421,0.41666666666666663,0.8975069252077562,2023,Dallas Mavericks,0.4696969696969697,0.5555555555555556,0.4553571428571429,0.23214285714285712,0.8324742268041234,0.6476793248945145,0.5490936555891238,2022-2023,7,1770,,4,0.8560894568244654,-0.0,1.1408450704225352,3.2884576691779746,0,3.869047619047619,0.7738095238095238,0.011904761904761973,0,0.4678571428571429,0.2578970745769502
9047,Luka Garza,C,0.23076923076923084,MIN,0.3214285714285714,0.0,0.19908466819221965,0.1811023622047244,0.14748201438848918,0.543,0.09433962264150944,0.10606060606060606,0.359,0.1487603305785124,0.11965811965811965,0.636,0.40199999999999997,0.1470588235294118,0.1450381679389313,0.788,0.17647058823529413,0.08943089430894309,0.1229946524064171,0.04225352112676056,0.03333333333333333,0.022222222222222223,0.08771929824561403,0.25,0.18005540166204986,2023,Minnesota Timberwolves,0.5303030303030303,0.49206349206349204,0.5178571428571428,0.19642857142857142,0.8737113402061851,0.683544303797468,0.5460725075528701,2022-2023,18,1771,,1,1.0000000000000007,-0.0,1.120689655172414,0.6597214459770628,0,0.6904761904761905,0.34523809523809523,-0.047619047619047616,0,0.0892857142857143,0.07510821191245505
9050,Luka Šamanić,PF,0.1923076923076924,UTA,0.07142857142857142,0.04819277108433735,0.5263157894736842,0.2913385826771654,0.2913669064748201,0.456,0.2075471698113208,0.33333333333333337,0.258,0.21487603305785125,0.15811965811965814,0.692,0.3506666666666667,0.12745098039215688,0.1450381679389313,0.692,0.0,0.3495934959349593,0.2299465240641711,0.147887323943662,0.3,0.06666666666666667,0.24561403508771926,0.39999999999999997,0.2742382271468144,2023,Utah Jazz,0.4545454545454546,0.5714285714285714,0.44005102040816324,0.2857142857142857,0.9072164948453603,0.7299578059071727,0.5154833836858006,2022-2023,33,1772,,2,0.7145752309013803,-0.0,2.6756756756756754,1.0048065100266033,1,0.47619047619047616,0.15873015873015872,-0.30952380952380953,0,0.17063492063492064,0.11438674110136647
9070,Luke Kennard,SG,0.3076923076923077,MEM,0.6904761904761905,0.16867469879518074,0.5102974828375286,0.25196850393700787,0.23381294964028776,0.492,0.4339622641509434,0.34848484848484845,0.494,0.0743801652892562,0.0811965811965812,0.487,0.444,0.05882352941176471,0.05343511450381679,0.949,0.04411764705882353,0.19512195121951217,0.1443850267379679,0.1056338028169014,0.16666666666666666,0.022222222222222223,0.14035087719298245,0.2333333333333333,0.257617728531856,2023,Memphis Grizzlies,0.6666666666666666,0.3492063492063492,0.6581632653061225,0.0,0.902061855670103,0.6244725738396624,0.6903323262839879,2022-2023,15,1776,,5,0.13488385396400643,-303.6460359153058,0.7815126050420169,0.9439091457825669,0,4.166666666666667,0.6944444444444445,-0.13095238095238093,0,0.44682539682539696,0.24774213776225606
9076,Luke Kornet,C,0.34615384615384626,BOS,0.8095238095238095,0.0,0.2677345537757437,0.12598425196850394,0.08992805755395683,0.665,0.0,0.015151515151515152,0.231,0.1322314049586777,0.09829059829059829,0.701,0.44933333333333336,0.04901960784313726,0.04580152671755725,0.821,0.17647058823529413,0.13008130081300814,0.1550802139037433,0.05633802816901409,0.06666666666666667,0.15555555555555553,0.07017543859649122,0.19999999999999998,0.10526315789473684,2023,Boston Celtics,0.7575757575757576,0.25396825396825395,0.7512755102040816,0.0,0.9278350515463916,0.590717299578059,0.7953172205438066,2022-2023,1,1777,,5,-0.8435158739400195,1781.7866977193012,1.9,0.38568330687889824,0,2.511904761904762,0.41865079365079366,0.6428571428571429,0,0.48591269841269846,0.26661499203107447
9125,Mac McClung,SG,0.23076923076923084,PHI,0.011904761904761904,0.0,0.4691075514874142,0.3543307086614173,0.3597122302158273,0.45,0.37735849056603776,0.4166666666666667,0.364,0.2066115702479339,0.19230769230769232,0.556,0.3666666666666667,0.1470588235294118,0.19083969465648856,0.6,0.22058823529411764,0.2845528455284553,0.26737967914438504,0.31690140845070425,0.0,0.0,0.2631578947368421,0.25,0.3462603878116343,2023,Philadelphia 76ers,0.7121212121212122,0.30158730158730157,0.7053571428571429,0.05357142857142857,0.858247422680412,0.5801687763713081,0.7194108761329305,2022-2023,26,1788,,1,1.0,-0.0,3.125,1.2686950884174284,0,0.023809523809523808,0.011904761904761904,0.0,0,0.0035714285714285718,0.033722054328041026
9146,Malachi Flynn,PG,0.23076923076923084,TOR,0.6190476190476191,0.024096385542168676,0.2974828375286041,0.12598425196850394,0.16546762589928055,0.36,0.169811320754717,0.1893939393939394,0.353,0.06611570247933884,0.08974358974358974,0.367,0.30466666666666664,0.04901960784313726,0.04580152671755725,0.758,0.04411764705882353,0.09756097560975609,0.0748663101604278,0.09154929577464789,0.13333333333333333,0.022222222222222223,0.08771929824561403,0.19999999999999998,0.12742382271468142,2023,Toronto Raptors,0.5151515151515151,0.5079365079365079,0.5025510204081632,0.2857142857142857,0.7989690721649483,0.590717299578059,0.6144259818731118,2022-2023,32,1794,,2,-0.8204626854056246,3764.282800641006,1.069767441860465,0.4668797925376136,0,1.6785714285714286,0.5595238095238095,0.1071428571428572,0,0.255952380952381,0.15558129610437116
9156,Malcolm Brogdon,PG,0.4615384615384617,BOS,0.7857142857142857,0.0,0.5949656750572082,0.41732283464566927,0.3920863309352518,0.484,0.37735849056603776,0.33333333333333337,0.444,0.2727272727272727,0.2777777777777778,0.51,0.3826666666666666,0.23529411764705885,0.20610687022900764,0.87,0.08823529411764706,0.2926829268292683,0.22459893048128343,0.2605633802816902,0.2333333333333333,0.06666666666666667,0.2631578947368421,0.26666666666666666,0.41274238227146814,2023,Boston Celtics,0.7575757575757576,0.25396825396825395,0.7512755102040816,0.0,0.9278350515463916,0.590717299578059,0.7953172205438066,2022-2023,1,1797,,6,0.671544719922543,-1344.9122040848758,0.7801047120418847,1.5122845453935747,0,4.678571428571429,0.6683673469387755,0.36904761904761907,0,0.6454081632653063,0.3436255438589507
9160,Malcolm Hill,SF,0.34615384615384626,CHI,0.047619047619047616,0.0,0.041189931350114416,0.031496062992125984,0.02877697841726619,0.5,0.03773584905660378,0.045454545454545456,0.333,0.01652892561983471,0.008547008547008548,1.0,0.41666666666666663,0.0,0.0,0.0,0.0,0.048780487804878044,0.0320855614973262,0.0,0.0,0.0,0.0,0.03333333333333333,0.027700831024930747,2023,Chicago Bulls,0.5,0.5238095238095237,0.4872448979591837,0.3214285714285714,0.804123711340206,0.5991561181434597,0.6061178247734139,2022-2023,5,1799,,1,-1.0,7220.0,0.2631578947368421,0.10149560707339428,0,0.26190476190476186,0.13095238095238093,-0.16666666666666663,0,-0.010714285714285704,0.026824361397305364
